"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://teksea.net/auditoria-da-petrobras-e-concluida-com-sucesso-e-reforca-qualidade-da-teksea/","text/html; charset=UTF-8","200","OK","Indexable","","ac97dbb166417adb1fe15618a1ffc347","96","https://teksea.net/auditoria-da-petrobras-e-concluida-com-sucesso-e-reforca-qualidade-da-teksea/","https://teksea.net/auditoria-da-petrobras-e-concluida-com-sucesso-e-reforca-qualidade-da-teksea/"
"https://teksea.net/mercados-que-atendemos/defesa-seguranca/","text/html; charset=UTF-8","200","OK","Indexable","","e0311533a870d17f6380f3f83c304535","59","https://teksea.net/mercados-que-atendemos/defesa-seguranca/","https://teksea.net/mercados-que-atendemos/defesa-seguranca/"
"https://teksea.net/wp-content/uploads/2026/04/img_bumenau_atualizado.webp","image/webp","200","OK","Indexable","","","73","","https://teksea.net/wp-content/uploads/2026/04/img_bumenau_atualizado.webp"
"https://teksea.net/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d","text/javascript; charset=utf-8","200","OK","Indexable","","","76","","https://teksea.net/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d"
"https://teksea.net/wp-content/plugins/download-manager/assets/modal/wpdm-modal.min.js?ver=3.3.62","text/javascript; charset=utf-8","200","OK","Indexable","","","96","","https://teksea.net/wp-content/plugins/download-manager/assets/modal/wpdm-modal.min.js?ver=3.3.62"
"https://teksea.net/produto/kral-display-e-unidade-de-processamento-bem500/","text/html; charset=UTF-8","200","OK","Indexable","","8d15fb54c8d78173d62eb90daf7b3730","74","https://teksea.net/produto/kral-display-e-unidade-de-processamento-bem500/","https://teksea.net/produto/kral-display-e-unidade-de-processamento-bem500/"
"https://teksea.net/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=6.2.3","text/javascript; charset=utf-8","200","OK","Indexable","","","92","","https://teksea.net/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=6.2.3"
"https://teksea.net/produto/ups-industrial-scr-igbt/","text/html; charset=UTF-8","200","OK","Indexable","","ff6d14d9f885ac8d06bacdc4cae35922","51","https://teksea.net/produto/ups-industrial-scr-igbt/","https://teksea.net/produto/ups-industrial-scr-igbt/"
"https://teksea.net/wp-content/uploads/2026/02/Logo-Teksea-Branco.svg","image/svg+xml","200","OK","Indexable","","","68","","https://teksea.net/wp-content/uploads/2026/02/Logo-Teksea-Branco.svg"
"https://teksea.net/produto/tms-1000-monitoracao-e-alarmes-de-tanques/","text/html; charset=UTF-8","200","OK","Indexable","","6911432062151bd6f867fea7e50d8086","69","https://teksea.net/produto/tms-1000-monitoracao-e-alarmes-de-tanques/","https://teksea.net/produto/tms-1000-monitoracao-e-alarmes-de-tanques/"
"https://teksea.net/wp-content/uploads/2026/02/svg-Saneamento.svg","image/svg+xml","200","OK","Indexable","","","64","","https://teksea.net/wp-content/uploads/2026/02/svg-Saneamento.svg"
"https://teksea.net/wp-content/uploads/2026/03/corebox_smart_g1-1024x1024.webp","image/webp","200","OK","Indexable","","","77","","https://teksea.net/wp-content/uploads/2026/03/corebox_smart_g1-1024x1024.webp"
"https://teksea.net/cdn-cgi/l/email-protection","text/html","404","Not Found","Non-Indexable","Client Error","","45","","https://teksea.net/cdn-cgi/l/email-protection"
"https://teksea.net/subcategoria/protecao/","text/html; charset=UTF-8","200","OK","Indexable","","9ff85c4a33f55b462820e44d4f8a2f47","41","https://teksea.net/subcategoria/protecao/","https://teksea.net/subcategoria/protecao/"
"https://teksea.net/mercados-que-atendemos/acucar-etanol/","text/html; charset=UTF-8","200","OK","Indexable","","5eececd1fd8f7d2ce082868795357a88","56","https://teksea.net/mercados-que-atendemos/acucar-etanol/","https://teksea.net/mercados-que-atendemos/acucar-etanol/"
"https://teksea.net/wp-content/uploads/2026/03/NT-Expo-_-o-que-fazer-no-terceiro-dia.jpg","image/jpeg","200","OK","Indexable","","","87","","https://teksea.net/wp-content/uploads/2026/03/NT-Expo-_-o-que-fazer-no-terceiro-dia.jpg"
"https://teksea.net/wp-content/uploads/2026/03/gen1.webp","image/webp","200","OK","Indexable","","","55","","https://teksea.net/wp-content/uploads/2026/03/gen1.webp"
"https://teksea.net/segmento/automacao/","text/html; charset=UTF-8","200","OK","Indexable","","9050aca6375d7da1749635a2c926ff1d","38","https://teksea.net/segmento/automacao/","https://teksea.net/segmento/automacao/"
"https://teksea.net/mercados-que-atendemos/siderurgia-mineracao/","text/html; charset=UTF-8","200","OK","Indexable","","e25e37f807b3ee5150c93a95faef534d","63","https://teksea.net/mercados-que-atendemos/siderurgia-mineracao/","https://teksea.net/mercados-que-atendemos/siderurgia-mineracao/"
"https://teksea.net/noticias/","text/html; charset=UTF-8","200","OK","Indexable","","b545ff175cd5c7faff8736ace678645c","28","https://teksea.net/noticias/","https://teksea.net/noticias/"
"https://teksea.net/segmento/acessorios/","text/html; charset=UTF-8","200","OK","Indexable","","1cb93dbd76b75791edffae278a7a3291","39","https://teksea.net/segmento/acessorios/","https://teksea.net/segmento/acessorios/"
"https://teksea.net/produto/marine-paineis-distribuicao-principal-e-auxiliares/","text/html; charset=UTF-8","200","OK","Indexable","","5c54ac96565eed761c77edeaae4b923d","78","https://teksea.net/produto/marine-paineis-distribuicao-principal-e-auxiliares/","https://teksea.net/produto/marine-paineis-distribuicao-principal-e-auxiliares/"
"https://teksea.net/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=4.1.2","text/javascript; charset=utf-8","200","OK","Indexable","","","96","","https://teksea.net/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=4.1.2"
"https://teksea.net/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5","text/javascript; charset=utf-8","200","OK","Indexable","","","92","","https://teksea.net/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5"
"https://teksea.net/wp-content/cache/min/1/wp-content/plugins/mask-form-elementor/assets/js/custom-mask-script.js?ver=1782299569","text/javascript; charset=utf-8","200","OK","Indexable","","","127","","https://teksea.net/wp-content/cache/min/1/wp-content/plugins/mask-form-elementor/assets/js/custom-mask-script.js?ver=1782299569"
"https://teksea.net/produto/kral-estacoes-oleo-lubrificante/","text/html; charset=UTF-8","200","OK","Indexable","","780e948cb641cfe490c5c55d3e0a6171","59","https://teksea.net/produto/kral-estacoes-oleo-lubrificante/","https://teksea.net/produto/kral-estacoes-oleo-lubrificante/"
"https://teksea.net/wp-content/uploads/2026/02/img_sp.webp","image/webp","200","OK","Indexable","","","57","","https://teksea.net/wp-content/uploads/2026/02/img_sp.webp"
"https://teksea.net/produto/kral-bombas-serie-k/","text/html; charset=UTF-8","200","OK","Indexable","","5c1fd281bb2f6de0ed64fb91649de89a","47","https://teksea.net/produto/kral-bombas-serie-k/","https://teksea.net/produto/kral-bombas-serie-k/"
"https://teksea.net/mercados-que-atendemos/energia/","text/html; charset=UTF-8","200","OK","Indexable","","af77d4e28c92ab36f641505187f3ff95","50","https://teksea.net/mercados-que-atendemos/energia/","https://teksea.net/mercados-que-atendemos/energia/"
"https://teksea.net/subcategoria/inversor-cc-ca-com-chave-estatica/","text/html; charset=UTF-8","200","OK","Indexable","","efaf784333a00e5403fc8b476c4fbab6","66","https://teksea.net/subcategoria/inversor-cc-ca-com-chave-estatica/","https://teksea.net/subcategoria/inversor-cc-ca-com-chave-estatica/"
